time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-11-12T07:42:47.496Z,18.3787,-74.2953,7.22,4.6,mwr,,61,1.722,0.74,us,us7000fthe,2021-11-12T23:46:04.300Z,"11 km NW of Les Anglais, Haiti",earthquake,6.2,5.3,0.086,13,reviewed,us,us
2021-11-12T07:46:36.646Z,44.3175,-115.1929,10,3.4,ml,,64,0.941,0.63,us,us7000fthg,2021-11-13T03:46:53.082Z,"23 km WNW of Stanley, Idaho",earthquake,2.2,2,0.039,88,reviewed,us,us
2021-11-12T08:32:30.119Z,2.1409,96.2074,10,4.7,mb,,198,1.6,0.62,us,us7000fthq,2021-11-12T08:50:43.040Z,"42 km SSW of Sinabang, Indonesia",earthquake,6.8,1.7,0.092,36,reviewed,us,us
2021-11-12T09:19:15.537Z,38.1843,38.7856,7,4.8,mwr,,75,1.607,0.56,us,us7000fthz,2021-11-12T14:57:59.641Z,"22 km NE of Sincik, Turkey",earthquake,6.3,1.9,0.089,12,reviewed,us,us
2021-11-12T10:14:17.654Z,44.6788,-129.0123,27.93,3.5,ml,,257,3.665,0.56,us,us7000fti7,2021-11-12T16:09:06.245Z,"off the coast of Oregon",earthquake,12.5,12.4,0.041,77,reviewed,us,us
2021-11-12T10:44:17.187Z,1.2867,98.8807,90.12,5,mww,,60,1.305,0.81,us,us7000ftia,2021-11-12T11:04:16.040Z,"44 km WSW of Padangsidempuan, Indonesia",earthquake,5.5,5.2,0.098,10,reviewed,us,us
2021-11-12T11:44:26.300Z,18.2056,-68.4818,100,3.97,md,25,169,0.3242,0.41,pr,pr2021316005,2021-11-12T12:17:45.040Z,"23 km SE of Boca de Yuma, Dominican Republic",earthquake,2.31,1.63,0.19,18,reviewed,pr,pr
2021-11-12T13:54:03.559Z,31.55596194,-104.1459891,6.671435547,2.9,ml,22,55,0.08127055081,0.3,tx,tx2021weoz,2021-11-12T14:14:48.040Z,"42 km NW of Toyah, Texas",earthquake,1.137138313,1.150732332,0.2,13,reviewed,tx,tx
2021-11-12T14:18:24.693Z,58.4841,-154.8932,0,2.9,ml,,,,0.92,ak,ak021eiu9n4z,2021-11-12T14:50:44.337Z,"105 km NNW of Karluk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-11-12T15:08:27.410Z,41.4827,20.1674,10,4.6,mb,,38,0.265,0.81,us,us7000ftj6,2021-11-12T19:28:35.040Z,"4 km WSW of Bulqizë, Albania",earthquake,5.3,1.9,0.194,8,reviewed,us,us
2021-11-12T15:19:12.288Z,-23.2225,-179.1268,505.74,4.4,mb,,132,6.056,0.86,us,us7000ftj9,2021-11-12T19:19:44.040Z,"south of the Fiji Islands",earthquake,13.7,3.6,0.11,26,reviewed,us,us
2021-11-12T15:45:15.030Z,17.9271,-66.835,12,2.93,md,20,185,0.2135,0.16,pr,pr2021316012,2021-11-12T17:40:56.057Z,"7 km SSW of Indios, Puerto Rico",earthquake,0.46,0.36,0.31,9,reviewed,pr,pr
2021-11-12T17:19:17.568Z,-24.2436,-175.0807,10,4.9,mb,,86,5.605,0.87,us,us7000ftm9,2021-11-12T17:47:21.040Z,"south of Tonga",earthquake,11.1,1.6,0.099,33,reviewed,us,us
2021-11-12T17:25:54.131Z,31.55410894,-104.1492033,7.082763671999999,2.7,ml,27,55,0.08347682447,0.2,tx,tx2021wevz,2021-11-12T19:14:31.040Z,"42 km NW of Toyah, Texas",earthquake,0.9734001121,1.089487135,0.2,12,reviewed,tx,tx
2021-11-12T17:33:16.567Z,-20.9696,-70.2364,34.82,3.9,ml,,171,0.167,0.57,us,us7000ftmc,2021-11-13T05:25:03.573Z,"84 km S of Iquique, Chile",earthquake,4.6,6.8,0.06,36,reviewed,us,us
2021-11-12T17:48:17.293Z,25.4131,96.6119,21.46,4.3,mb,,88,4.3,0.57,us,us7000ftmh,2021-11-12T19:41:43.040Z,"79 km W of Myitkyina, Myanmar",earthquake,7,6.4,0.116,21,reviewed,us,us
2021-11-12T17:53:08.895Z,52.5286,-169.5093,22.36,3.4,ml,,211,1.033,0.52,us,us7000ftp2,2021-11-12T22:15:10.040Z,"63 km SW of Nikolski, Alaska",earthquake,8.8,3.8,0.097,14,reviewed,us,us
2021-11-12T19:21:58.100Z,17.9571,-67.007,6,2.84,md,19,204,0.0392,0.08,pr,pr2021316013,2021-11-12T19:56:06.859Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.36,0.2,0.16,8,reviewed,pr,pr
2021-11-12T20:05:01.056Z,63.2808,-150.5909,131.2,2.7,ml,,,,0.41,ak,ak021eixret5,2021-11-12T22:34:36.040Z,"63 km ESE of Denali National Park, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-11-12T20:41:33.920Z,-16.2625,-74.5431,27.49,4.8,mb,,147,4.527,0.92,us,us7000ftnk,2021-11-12T22:11:48.040Z,"55 km SSW of Atiquipa, Peru",earthquake,8.2,4.2,0.063,80,reviewed,us,us
2021-11-12T22:28:54.305Z,21.6834,119.9058,10,4.6,mb,,87,1.567,0.56,us,us7000ftpi,2021-11-12T22:42:39.040Z,"93 km WSW of Hengchun, Taiwan",earthquake,6.6,1.8,0.083,43,reviewed,us,us
2021-11-12T23:46:19.420Z,44.313,-115.1968333,10.28,2.69,ml,14,83,0.834,0.34,mb,mb80530074,2021-11-13T15:16:30.790Z,"23 km WNW of Stanley, Idaho",earthquake,0.81,1.59,0.139,15,reviewed,mb,mb
2021-11-13T01:45:50.260Z,19.1753333333333,-155.473833333333,35.28,2.62,md,48,80,,0.12,hv,hv72793907,2021-11-13T02:38:36.960Z,"3 km S of P?hala, Hawaii",earthquake,0.48,0.6,0.121261094576684,19,reviewed,hv,hv
2021-11-13T03:18:54.482Z,-20.6131,-177.6924,496.85,4.9,mb,,77,4.93,1.02,us,us7000ftr1,2021-11-13T03:36:32.040Z,"264 km WNW of Haveluloto, Tonga",earthquake,9.9,4.6,0.027,447,reviewed,us,us
2021-11-13T03:29:18.735Z,60.5594,-152.1175,18.2,2.5,ml,,,,0.92,ak,ak021ekbbkap,2021-11-13T03:39:09.715Z,"44 km W of Salamatof, Alaska",earthquake,,2.1,,,automatic,ak,ak
2021-11-13T04:45:06.534Z,31.2215,130.3553,150.58,4.9,mb,,95,0.298,0.73,us,us7000ftrg,2021-11-13T05:10:22.040Z,"6 km SE of Makurazaki, Japan",earthquake,8,3.1,0.053,114,reviewed,us,us
2021-11-13T04:53:34.340Z,32.4132,-103.5923,5,3.2,ml,,58,0.082,0.34,us,us7000ftrh,2021-11-13T05:06:33.040Z,"38 km SW of Monument, New Mexico",earthquake,2,2,0.115,22,reviewed,us,us
2021-11-13T05:02:52.771Z,46.0499,144.8432,10,4.7,mb,,132,1.701,0.5,us,us7000ftrx,2021-11-13T05:44:28.040Z,"171 km ESE of Korsakov, Russia",earthquake,7.1,1.9,0.086,41,reviewed,us,us
2021-11-13T05:46:08.126Z,-4.1062,129.1182,131.96,4.5,mb,,66,3.339,0.52,us,us7000ftry,2021-11-13T06:03:21.040Z,"87 km SSE of Amahai, Indonesia",earthquake,4.7,8.4,0.108,25,reviewed,us,us
2021-11-13T07:05:30.110Z,43.2419,-109.7917,10,2.5,ml,,129,0.504,0.6,us,us7000fts9,2021-11-13T14:47:30.520Z,"34 km SSW of Dubois, Wyoming",earthquake,1.4,2,0.052,48,reviewed,us,us
2021-11-13T07:28:48.902Z,38.1864,-117.8423,9.9,2.8,ml,28,49.56,0.033,0.2929,nn,nn00827975,2021-11-13T07:51:35.040Z,"32 km SE of Mina, Nevada",earthquake,,0.3,0.36,13,automatic,nn,nn
2021-11-13T07:56:31.265Z,61.6941,-150.8523,2.2,2.9,ml,,,,0.95,ak,ak021ekdv47f,2021-11-13T10:32:16.715Z,"24 km NW of Susitna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-11-13T08:11:56.410Z,17.9373,-68.38,119,3.81,md,11,338,1.2723,0.19,pr,pr2021317002,2021-11-13T08:51:50.760Z,"54 km SSE of Boca de Yuma, Dominican Republic",earthquake,2.89,2.05,0.11,5,reviewed,pr,pr
2021-11-13T10:18:12.899Z,31.5602,-104.1265,5,2.7,ml,,64,0.291,0.33,us,us7000ftsy,2021-11-13T10:29:03.040Z,"western Texas",earthquake,0.8,1.9,0.069,32,reviewed,us,us
2021-11-13T10:19:48.435Z,28.0958,52.2186,10,4.3,mb,,104,4.753,0.4,us,us7000ftt0,2021-11-13T12:35:02.040Z,"88 km NW of Mohr, Iran",earthquake,4.4,1.9,0.093,33,reviewed,us,us
2021-11-13T10:21:34.370Z,16.4964,-95.1613,31.4,4.3,mb,,175,2.911,0.5,us,us7000ftt4,2021-11-13T16:02:56.602Z,"0 km NW of San Pedro Comitancillo, Mexico",earthquake,6.7,11,0.055,93,reviewed,us,us
2021-11-13T11:02:01.414Z,36.7849,-104.9625,5,2.5,ml,,114,0.081,0.27,us,us7000ftt5,2021-11-13T11:31:45.040Z,"28 km NNE of Ute Park, New Mexico",earthquake,3.8,2,0.048,56,reviewed,us,us
2021-11-13T11:16:59.939Z,34.1443,140.6781,81.9,4.4,mb,,153,1.254,0.98,us,us7000ftt6,2021-11-13T11:54:27.040Z,"116 km SSE of Katsuura, Japan",earthquake,6.5,8.8,0.149,15,reviewed,us,us
2021-11-13T12:12:08.141Z,-22.768,-66.5631,277.14,4.3,mb,,66,1.501,0.7,us,us7000fttd,2021-11-13T12:45:25.040Z,"89 km W of Abra Pampa, Argentina",earthquake,4.1,10.2,0.189,9,reviewed,us,us
2021-11-13T12:38:32.238Z,16.0338,-95.4087,10,4.8,mb,,139,3.153,1.17,us,us7000fttf,2021-11-13T16:03:30.654Z,"3 km SSW of El Carrizal, Mexico",earthquake,6.5,1.9,0.027,407,reviewed,us,us
2021-11-13T13:05:53.954Z,-20.9732,119.8557,10,5.3,mww,,36,0.218,0.94,us,us7000fttj,2021-11-13T15:43:08.089Z,"24 km NNE of Marble Bar, Australia",earthquake,5.3,1.6,0.057,30,reviewed,us,us
2021-11-13T13:42:52.545Z,1.6969,127.4477,138.03,4.8,mb,,86,0.922,0.87,us,us7000ftts,2021-11-13T14:04:50.040Z,"62 km W of Tobelo, Indonesia",earthquake,8.6,6.6,0.056,99,reviewed,us,us
2021-11-13T14:08:44.633Z,-14.8751,-176.0335,10,5.5,mww,,73,2.098,0.95,us,us7000ftu4,2021-11-13T16:50:24.367Z,"176 km S of Mata-Utu, Wallis and Futuna",earthquake,3.4,1.8,0.08,15,reviewed,us,us
2021-11-13T14:10:39.798Z,-26.3852,-13.7217,10,5.3,mww,,79,12.76,1.1,us,us7000ftty,2021-11-13T14:25:43.040Z,"",earthquake,7.4,1.8,0.098,10,reviewed,us,us
2021-11-13T15:41:20.520Z,17.9425,-66.8276,11,2.77,md,17,178,0.2183,0.18,pr,pr2021317003,2021-11-13T16:05:08.646Z,"5 km S of Indios, Puerto Rico",earthquake,0.43,0.62,0.15,14,reviewed,pr,pr
2021-11-13T16:06:24.902Z,-15.8321,-173.1145,10,4.7,mb,,76,2.305,0.86,us,us7000ftue,2021-11-13T16:39:23.040Z,"74 km E of Hihifo, Tonga",earthquake,7.9,1.7,0.07,62,reviewed,us,us
2021-11-13T16:31:56.030Z,36.1755,-118.0305,0.75,2.52,ml,25,79,0.1535,0.15,ci,ci40095672,2021-11-13T16:35:26.816Z,"12km S of Olancha, CA",earthquake,0.26,0.77,0.259,25,automatic,ci,ci
2021-11-13T16:47:39.623Z,57.8407,-32.6543,10,4.6,mb,,64,7.296,0.83,us,us7000ftun,2021-11-13T17:17:00.040Z,"",earthquake,8.6,1.9,0.052,112,reviewed,us,us
